text,label
manyupani haja lawan maulah bala siap siap jangan keluh kesah mun bala datang lah sandang haja lah,1
ampihkan haja sudah mtq amun kaya ini kada mamberi mamfaat jua kaya wahini kejadian,1
kerasukan kaum munafik kah ini menyupani banua bari peringatan keras panitianya wan jangan dipercayakan pulang selain gasan acara dangdutan koplo,1
manyupan nyupani,1
mun kaya itu suruh akan pang nang meulah peraturan tuh menukar akan sapatu jangan tau beungap haja muntung,1
jangan mampersulit masyarakat miskin pak mulai jaman dulu pakai sandal jepit aman aja tu pakai kendaraan kadada masalah,1
aduh admin ni bisa banar maulah tumbur tu cuma himbauan anu ai himbauan itu kaya kita nah lagi bapanderan lalu ikam mamadahi kawan baiknya bila bakandaraan jangan basandal kapit didangari atawa kada kadapapa tasarah nyawa ,1
jadi bila basandal sapit kada kacilakaan kah bikir akan dahulu hanyar bapandir,1
dari pada abut disini tuh nah liati grup tu nah ada nang nagih duit bajanji tunggal ikitan tapi kadada jua ujar,1
tunggakannya di arisan sudah banyak bingung banar urangnya kamana kada kawa di hubungi,1
nang melapori handak dilapor jua kah duit aku dibawa kabur lawan situ maling bekuriak maling aneh,1
nang paling korban sakalinya banyak hutangan,1
banyak muntung,1
rasa ninja malihat binian bacadar,1
tulung tanggung jawab maulah berita baasal kaya ini hagin apa maras nang korbannya,1
amun kada mampu baargumen baik badiam haja miris banar lawan sabarataan pemilihan kata nang ikam pakai manampai akan banar kadada kamampuan bafikir baik,1
hati hati amun diminta berita dilihati dulu diperiksa kayaitu amun bujur apa kada karna disini kebetulan lawan posisinya mangkir dari kewajiban bayar tunggakan di arisan ulun selaku owner udah cobanyamper kerumahnya tapi abahnya jua bepadah sudah kada mampu bayarin tunggakan anaknya,1
nang melapor tu malah kada bayar ,1
ricuh banyak muntung masalah nang kaya ini handak jua bepandir kadada manutung akan masalah jua ikam bepandir,1
intinya sudah itu hak ikam handak kaya apa handak bepandir disini haja kada masalah kami boleh jua pang kami ngutarakan perasaan kami nang selawas ini kaya itu jua,1
kisah bebahasa inggris lulus sma ja kada,1
kada tahu supan jua acil ai kada bakal ada api amun kadada nang mamulai umpat arisan dimana haja kadada nang kaya ini,1
kisah harat pandir gaya beduit padahal miskin gaya harat duit melarat,1
mehadang haja pina piragah kada ikam haja nang maantri jadi jangan kisah kaya raja,1
kasian banar sumpah usaha maulah aku tegugur kah tapi kada kawa,1
arisan arisan duit kadada kisah handak bararisan hutang dimana mana dasar manusia hantu duit,1
asli kada pintar lalu babungulan nang umpat arisan tapi bahutang membayari,1
binian banyak pandir saki ranai,1
hilih si paling bujur si paling bujur pina kisah pandir ja jua,1
baca warik ai dulu judulnya hanyar bacuap,1
lakas jara situ handak duit lakas lakas jua ruginya,1
buta kah jadi kada malihat tuli kah jadi kada mandangar,1
manyupani haja kisah inggris kana gin kada puki puki,1
nangapa gerang hah adupan bangsat lalu,1
coba tunjukan mana komentar nang kada mengherani lawan kada menanggapi wahini,1
apa bedanya lawan komentar ownernya jua kadada nang megerani kadada nang menanggapi nang ada makin kesini makin ketahuan sifatnya katuju menyumpahi urang siapa nang supan,1
cara ikam membalas komentar dari sumalam hibak balasan kada ditanggapin lawan serius tapi terkesan bungul padahal sudah ditanggapi lawan baik lawan urang baasal tahu kada makanya aku sambat menyupani maulah supan nang mambaca,1
babungulan,1
kebanyakan utang pang habis masyarakat nang di cerca pajak nang kada masuk akal,1
buta kah pian paman,1
burit cucuk nah burit,1
bulik gin buhan kam kalo kumamai ding mambari supan aku ja,1
mahasiswa kelakuannya kaya ini kada supan lawan siswa,1
nah ini budaya bola nang sebujurnya,1
kadada raminya lalu kada lawas pang vidionya,1
raminya bakuhantam,1
mahir karamput,1
nah kaya itu pang bakalahi sekira rami,1
keren nak kuitan ikam pasti bangga lawan kelakuan hungang ikam,1
kada lawas dapat piagam penghargaan pangalahian kina nah,1
wahini kada usah kuliah gin bagusi akhlak haja dulu,1
mambari supan,1
lanjutkan tradisi bebungulan buhan ikam anak anum,1
menyupani ngaran mahasiswa kelakuan kaya kekanakan,1
kelakuan kada kaya mahasiswa,1
tarus akan sampai takuyak kapalanya,1
bari supan asli nampak banar bungulnya,1
umai rami banar pinanya bakalahi nang kaya warik barabut kacang,1
hayukam tebawa almamater unlam,1
payah nyaman ai inya jagau,1
supan tahu lah supan,1
bekalahi nih sudah kada jaman lagi ding ai ikam hanyar hidup pang kada yahu lagi larah dapat parang,1
budaya nang baik bakalahi nih rantau lawan kandangan pang biasanya nang jagau nih,1
makan tahi kayak lunda bawah jamban,1
kekanankan wahini kisah harat kuitan maras bahuma di pahumaan,1
dihadapan binian kalo supan kalah bakalahi lakian nih,1
inggih babi ai,1
rami banar ai,1
menyupani kuitan,1
bari supan sudah mahasiswa kelakuan kaya anak halus,1
sudah kalah mehantam urang imbah nintu lain pemain pulang masuk kelapangan luput oleh seikung kada sampai tapikir camuh lalu,1
cih nyupani ngaran kampus ja,1
cina sipit,1
bagerumbung kada rami,1
han gara barabut bola haja bakalahian dasar lamah,1
lanjutkan kan sanak,1
udik tahu lah,1
ini kalah habis itu dipanasi lalu ai mahantam,1
kada usah di halat bos ku ai meuyuhi awak haja mehalat halat pas sorang nang kena tampar munnya sama uyuh bisa haja inya ampih sorangan kaya kekanakan dihalat halat,1
supporternya nang tukang panasi lalu talalu kada beaturan,1
tuhan menciptakan tangan wan inya sudah mamakainya dengan bujur malalui baku hantam,1
alma kuning bari nyupan kampus negeri rasa kampung,1
hah apa mahasiswa lucu banar,1
mata kuliah apa ini min jadi ada jurusan bekelahi,1
wajar lah umur umur kaya ini dasar menggebu gebu ujar urang banjar tu mode semangat,1
jangan dikarasi musuh batampar mun kalah,1
maulah supan,1
hantap lanjutkan perjuangan ikam anak anum buhan ikam seberataan bisi bakat nang terpendam,1
mun rancak keini bearti turun menurun,1
wasitnya behimat banar mehajar,1
bangga lah kaitu bungul menyupani wara bungul tambuk sinting,1
sudah ganal supan bang bekelahi supan lawan kekanakan mainnya jujur pang,1
tradisi futsal dasar sudah mendarah daging,1
pintar binatang inya ada nang dirabut akan ini kadada untungnya maka barabut,1
merdeka parutnya dapatnya buhan binian sugih,1
artis michat kisah bungas padahal lahung,1
dasar buaya kada tahu di basa,1
sampah masyarakat,1
jablay,1
lahung,1
cina kristen buddha hindu matii ja inya nih kada katuju lawan islam,1
matii haja bahaya,1
bakaramput haja jua bisanya begawi kada,1
kafir,1
manjilat puki,1
islam tukang bom,1
autis komen komen kada karuan,1
cina mata duitan,1
nang labih waspada adalah nang hanyar kenal mambawai serius nikah wan ujung ujungnya masih katuju chat vcs binian lain bemainan michat lawan nonton streaming bigo,1
jokowi kafir,1
lesbi aku nih ikam homo kalo,1
 nyawa gay kah adupan,1
puting susu warna coklat,1
binian putingnya kelihatan kajung palirku,1
lanji,1
banyak pandir mati ja ikam,1
mancarii binian nang kawa disaki kawa nego,1
tuli,1
ikam bisu kah jadi kada kawa bepandir,1
bewudhu dulu si kristen,1
islam suka budaya kafir,1
anjay ,1
ikam positif lo ,1
ekonomi ngalih,1
stop buka michat sanak ai handak pake kondom kah handak pakai pelindung rompi lah zinah tatap zinah lain dibari pengaman tapi stop digawi bungul,1
birin anak buah yahudi,1
anak cacat hina,1
korban michat nang positif hiv tu,1
kerancakan main sana sini pang mana kada bapengaman jua,1
presiden hina,1
helm habang bungul,1
agama cacat hibak hawa nafsu,1
tolol itutu penyebrangan gesan urang kamesjid maka dipakai gesan kendaraan,1
longor nang putar balik longor nang mambuka pembatas jalan longor,1
bungul ngituh sekahandak lalu mamutar jalan,1
mabuk kah apa nang bebelok tuh blok,1
bungul,1
iya akal handap itu kada mambahayakan urang lain tapi seorang jua,1
kuyuk putar balik kan itu handak naik pasti kecepatan tinggi masa ada putar balik,1
bungul banar nang belok tuh,1
gara si bungul nang putar balik tuh habis mambahayakan nyawa urang,1
nang menjawab lain urang bungul,1
gagara saikung urang bungul naik motor balik arah bebarang,1
gonggong pada sandal japit jaka tahu urangnya handak ku bari kondom aja biar jangan beanakan kena gonggong jua jadi kuitan mendidik anak gonggong jua bebanyak populasi urang gonggong,1
bakal ada tumbal proyek ni,1
anjay,1
smada kuyuk,1
bahasa kuyuk,1
anjay sma gibs padahal biayanya larang banar,1
kuyuk haja tahu nintu salah nyawa maka menggawi nang kaya itu bungul pada binatang,1
soalnya di man hst gurunya  pemalar lawan nilai ujar,1
sekolah buangan kada masuk,1
hasil survey bayaran,1
anjaz,1
nomor tu wajar pang langsung turun dananya dari pemerintah kalsel amun kada rugi nintu pang meandak duit disitu,1
smk proyeksinya dunia kerja secara teoritis dasar kalah lawan sma tapi amun praktek bisa diadu lawan tenaga profesional sekalipun tapi amun diliat peringkat ini sma gibs baya menang larang wara sekolah fasilitas serba ok rekrutmen guru kaya terbaik tapi prestasi seitu wara,1
anjas smansa banjarbaru nah,1
dosen di universitas agama tapi kaya kada beagama,1
itu minuman berenergi sambat haja krating deng botol kayapa kisahnya katuju disuruh minum hakun haja,1
dan anehnya itu binian kanapa hakun dibawa bejalanan aneh,1
kemana lagi kami maminta perlindungan bila lawan polisi kami merasa kada aman,1
oknum bungul baik satpam bca haja adupan,1
jaka sekalian lagu di diskotik di putar di mtq jangan tanggung menurunkan bala,1
sawat bedangdutan pulang asli liwar amun ketulahan ampun,1
mun sampat dangdutan jua atau hiburan nang kurang pantas sapala banar,1
iya am kanapa buhan gambus wayahini diselipin lagu dangdut atawa india aneh jua,1
dangdutan itu nang dangdutan samalam panitianya kada tahu ujar bisa utaknya buntu di burit,1
asing asingnya kada tahu menahu kadada ditempat lah ban buntus lah burit lisit lah cari aman,1
tapi mambari supan,1
kantut panitia ae,1
mun akal tinggal matii sound systemnya mang ai napa ngalihnya bungul,1
bungul buhan ikam tu kelakuan menyupani kalsel haja viral tahu lah hungang ai sampai kaluar daerah menyupani kalsel menyupani aswaja ja,1
tahi kucing tuh pang nang tuhanya kada tapi beakal umpat jua,1
itu kena biar ada laporan lawan komandan pusat bahawa bandar narkoba sudah kami lanyapakan padahal nang kelas kakap masih berkeliaran mun menangkap nang kelas kakap biasanya kadada lagi pemasukan buhan polisi,1
uma ai jakanya tu mun kahabisan lagu bawai penonton basholawatan kah kamana maandak akal bubuhan pemusiknya ni,1
tandai penyanyi pina iya banar ujar beakal ai amun cocok atau kada lawan acaranya banyanyi lagu tuh,1
jangan disesalkan haja mun kawa ditindak bagian nang takaitnya manyupani kabupaten banjar haja tu pa ae,1
islam teroris,1
kada tahu dibahasa kalau dihadapan quran,1
labih ampat puluh nang manyambat bungul lawan tambuk dasar kada kawa di harami jua ai nang menyanyi lawan panitianya,1
lapahnya menggawi acara sakalinya rusak gara gara lagu dajjal ja,1
tambuk,1
bungul pada sapi,1
mambari supan,1
menyupani haja acara mtq diolah kaya itu,1
panitianya buntat,1
supannya,1
kada baakal,1
binian bacadar kaya ninja,1
bakulat utak kaya kupiah buruk,1
bungul bangat,1
bungul mencoreng ngaran kabupaten banjar,1
asli supan heh mun tahu buhan guru guru bisa sedih buhan sidin melihat kaya ini,1
alasan wara kada terkontrol tinggal matii speakernya kawa ai lo sing lawasannyanyi masa kada terkontrol parah nang nonton malah joget jua waluh,1
mambari supan urang banjar panitianya ngini nang salah harus ada sanksi tegas,1
heh kadada akal lagi sudah,1
mambari supan,1
nyupani mataraman haja,1
bungul pada sandal,1
mambari supan ,1
kukira acara taat ternyata sesat,1
camuh ,1
kaya bangsat,1
kata kata kada pintar,1
yang mamviral akan urang banjar nang supan urang banjar jua jadi untungnya nang mamviral akan apa,1
ku kira aku haja nang bungul sekalinya ada lagi nang bebungulan,1
baik meingun kambing dari pada meingun bungul kada jadi napa napa,1
amun bungul bungul haja jangan ditambahi ,1
ma supannya martapura mun kaya ini,1
grup bandnya kada beadab mambari supan kabupaten banjar merusak citra islam,1
bari supan haja bungul,1
dipikir pikir pintaran kakanakan,1
bungul lawan tambuk itu haja infonya,1
kepepintaran,1
waluh,1
iya takumpul liwar kada tapi pintarnya,1
mambari supan,1
makanya akal di pakai buntat banar kah,1
mambari supan haja kada beadab,1
kadada kata lain mambari supan,1
urang niat di bacakan alquran supaya banua ba barkat ngini malah bala bungul tipang,1
nyaman ai buhan ikam lancar maayak kami maka sabanjaran supan beritanya sudah viral sampai luar pulau,1
mambari supan bungul bebawaan,1
mengaradau,1
taminum virus idiot nah penyanyinya,1
menyupani banar nang kaini ni padahal,1
mambari supan bangai banar bungul,1
diluar kontrol panitia waluh batuup,1
bungul asli,1
intinya ngintu mambari supan wara,1
hilang akal sudah buhanya tuh kada ingat lagi itu acara mtq,1
siang ibadah imbah tepemalam sedikit timbul layau kadalah supan lawan malaikat tukang catat,1
supan lawan kopiah nang ae,1
bangsat,1
akhir zaman sanak supan,1
mincu itu aja dariku,1
bungul nang joget,1
tasuruh urang nang ketuju dangdutan saku nang jadi panitia ti ada nang lain nang bisa disalahkan selain panitias sound sistem apa ujar panitia pemain musik apa ujar panitia coba jaka panitianya paham biar panitia nang manyuruh hal nang kada pantas ngintu mun sudah manyimpang tu hancap ha lagi dimatii nang berwenang panitia penyelenggara handak heran di era akhir zaman percuma,1
rasa iya sudah tu penyanyinya dimana meandak akal,1
pengatur acara lawan buhan penyelenggaranya kada bisa mambaca situasi acara suruh sekolah beasa supaya pintar,1
tanda tanda akhir zaman mambari supan kalsel haja heh,1
nang menyewa bungul nang di sewa pina bungul ,1
kantut,1
bungul banar asli bungul banar tambuk,1
sakit banyak dah nang komentar supan haja lagi tu nang disandang seumur hidup,1
bepikir nang ai sabalum menggawi dimana marwah alqurannya uma ai lah kada tahu di supan lalu urang mtq ngini bara bara banar heh rasa handak mehamput sandal bata kapanggung pas melihat keini beingat dimana bejajak acaranya uh ai ni jua harusnya di daftar hirang haja dah sekalsel amun perlu,1
hanyar tahu sekalinya kaya ini cara rigat oknum polisi meulah warga nang kada bersalah terjebak timbul tekesan menjadi pemakai narkoba,1
panitianya tuh sudah tahu acara mtq malah bedangdutan nang di akung jua siapa aneh,1
mambari supan kabupaten banjar mambari supan paguruan di martapura handak klarifikasi keapa aja tetap salah acara islami lagunya bejogetan miris kada sesuai tema,1
buntu dah kadada akalnya lagi dah kesalahan fatal panitia kada kawa tangani nang baik,1
mambari supan,1
mambari supan banjar haja kadada nang menagurnya kah,1
islam ngintu agama teroris urang nang muslim babahaya undur akan dari banua kita ,1
astaghfirullah kada sing akalan nang benyanyi pina musti banar bara biri dasar biri,1
kacau ini,1
buntat pada latupan basah,1
intinya mambari supan ulama nang ada dibanjar ingati pang lah apa ujar guru sekumpul,1
babungulan,1
asli menyupani banar ngini ngarannya tecoreng banar istilah kota serambi mekkah dimana adab lawan akhlaknya buhan panitia tu ,1
aduh liwar,1
viral ngini sekalsel supannya iyadah heh kalakuan,1
sabarataan kada handak disalahkan nang bunyi di luar kota nang kisah sudah bulik dari acara penyanyi penonton merasa kada tekontrol karana merasa sudah tuntung acara,1
sangat disanangkan kanapa penutupannya harus nang kaya itu supan nang ada jadi viral ditiktok hanyar malihat jua tadi,1
astafirullah merusak citra kota martapura sebagai serambi mekkah,1
manyupani ,1
baingat amun bala turun acara mtq diulah kaya acara baramian,1
nang salahnya kanapa bedangdut diatas panggung situ jaka bekehiga sedikit masih terpampang nyata tulisan mtqnya kada akalan,1
supan sabanjaran apalagi termasuk martapura,1
binatang disuruh jadi panita makanya keitu ,1
camuh,1
bungul kada tapi masalah mun tambuk maka kada kawa diharami jer ayam,1
sudah sampai lambe turah bujuran sekalinya allah ai ada ada ja,1
jahiliayah,1
supan lawan rasul,1
kada sesuai lawan acara camuh lalu am kayapa kada tangati kah jaka lagu relegi masuk akal kadada nang bajogetnya ini lagu viral apa tia bajoget ,1
cacat panitianya,1
kada tapi pintar,1
supannya sekalsel kaya ini melihat panitia acaranya kayapa kaya ini maka sebelum acara tu rapat dulu kada dipikir akan kah nang kakaya ini nang hadir ni buhan guru ada luput,1
baca quran masa dilombakan langsung panitia bealasan diluar kendali sound system itu kawa dicabut amun mulai saklar alasan haur meanu piala kada masuk diakal ngarannya bungul,1
bungul ngerinya,1
lucunya heh ada haja nang percaya masih,1
mauk banar heh abut segangan dapatnya ngini,1
oknum urang bungul nang mambagi itu bujuran wan meatas ngarankan tuan guru,1
nang percaya lawan nang mambari berita kada bujur bungul pada sapi,1
nasib aja lagi kada cocok jadi panitia mun kaya ini mun handak marayakan beramian jangan dibuat agamanya manyupani aja kadada adab,1
bila handak jadi bangsat tahu tempat,1
menyenyupani aja,1
ujar orang bahari banganga dahulu hanyar beucap kabupaten banjar terkenal akan tuan gurunya terkenal akan budaya keagamaannya lah sibungul merusak pakai cara mtq nang dibaca al quran lain koran meapa jua behiburan kada lah menyunyupani hidup habis itu klarifikasi diluar kontrol panitia lalu sound systemnya lain panitiakah amunnya lain jua kadada panitia nang mamantaunya ajin nang jadi panitia kada tahu diagama atau dasar handak merusak agama,1
mana adanyata panitianya umpat jua menyawer ada buktinya tuh kantut lalu,1
sama aja berataan penyanyi bebungulan jua kada kawa menyesuai akan buhan anu kalu ai penyanyinya ,1
manyupani paguruan aja sampai dah tesebar di luar pada kalsel beritanya maka di adakan di kabupaten banjar kada kah bapikir panitia tuh di luar kemampuan pengawasan panitia ujar kada masuk akal bungul ae,1
kuciaki tahi mun malihat akan kada managur sama ai jua,1
intinya bungul tih,1
mambari supan buhan banua haja maka di martapura ha pulang serambi mekkah kalimantan timbai kasungai panitianya,1
menyupani,1
rumpas,1
asing asingnya main timbai lucu kadada nang handak disalah akan bungul,1
kalakuan mambari supan buhan banjar ja,1
panitia guringan saku sudah bungul,1
mambari supan warga kalsel ja,1
mun sudah tejadi ni pasti sudah macam macam alasannya padahal alasannya kada masuk di akal,1
cirit mang ai ,1
binian nang benyanyi kahandakan jadi artis tempulu dipanggung lawan teingkut mic konser ai amun selagu,1
mencoreng ngaran baik kalsel kaya itu,1
manyupani haja sampai masuk berita tv nasional,1
bealasan haja buhan panitianya,1
mambari supan banar tadi sudah ada habarnya di inews di tonton seberataan indonesia sudah habarnya ,1
tapi aku ada melihat nang tuha pina besaweran tu napa kisah yu asa sangkal luar biasa aku heh melihat mtq tahun ini,1
kaka aku gin supan banar pas di takuni kawannya kaka aku posisi di jakarta bisa dibayang akan lo ini sampai dah di luaran sana,1
tahi cina sipit pemakan babi,1
kada amun nah tuhan itu full band minta maaf mun salah hukum nang kuasa nang bertahan lucu,1
tapak dahi malihat urang batat,1
diluar kahandak panitia ujar tapi pas benyanyi bejogetan panitianya katuju haja jua nih,1
menyupani ,1
astaga mambari supan banar lihati ,1
 lahung kah,1
langsung kena azab,1
aja bungul manusianya,1
polisi tukang ulah runcam,1
lakiannya nang mana lah mambari supan,1
anjay mi chat,1
bungul banar,1
mampus menyupani diri surang,1
mambari supan sanak ae,1
njir njir ,1
azab lakian masan lahung ipau hilang dibawa binian lahung,1
akibat gatal paler ipau hilang,1
mabok kecubung kada lah nih pina hungang banar,1
anjay laporan ,1
jangan lagi lah bekelakuan malahung kawanku,1
makanya kena bagiannya lah bila pas masan lahung tuh video jadi ada bukti,1
batuhuk ongol,1
kena azab,1
mauk mauk tatak peler ranai diakhir zaman marajalela maksiat ingat mati bungul,1
hantap banar kapolda nya lah ni cara kaitu banyak dah nang kena imbasnya kasihan nang kada bisi salah masyarakat kada bedaya,1
kelakuan sudah rigat dinampak akan pulang iya bongol,1
drama bebuhan palahungan,1
bungul sudahannya zinah ria pulang,1
kada supankah malahung katahuan urang,1
manangis sampai tepecirit lakiannya nih pacangan,1
kelantit lahung,1
tiwas bekelakuan,1
lakiannya ketuju lahung,1
banyak bacot,1
masan lahung di viral akan kada supankah lakiannya nintu mincu jua,1
bungul lalakiannya kahandakan kaburiatan aib surang dibuka duitnya seapa gerang mun bujur hilang,1
bungul,1
azab mahantup ukak buruk rahasia ilahi,1
lahung online nih,1
muntung rigat,1
kadada haraga dirinya kah jadi lakian aib dibuka mana manampahi lahung sifilis,1
kaannn bunngguulllll,1
sampai habar nasional sudah ku lihat tadi mudahan lakas diusut nyaman lakas tatangkap buhan tikusnya bari supan lalu proyek wisata religi sekumpul di makan jua duitnya maka kada sedikit sampai ber miliar miliar,1
mati taduduk rasia ilahi,1
rakus,1
negara mambari gasan mambagusi kaparluan gasan umat urang dibari gawian mengelola lawan mengerjakan mambagusi kantongnya seurang katulahan pian sama wali sanak,1
sugih pejabat dapatnya rayat dibunguli tarus,1
siapa tu pemborongnya hapuk kena usut,1
bubuhan nang serakah lawan tamak dunia aja nang disasah,1
mudahan bangkak haja parutnya nang mambantas duitnya tuh,1
ini jalan kawadah guru kah amun jalur kawadah sidin kayani uma purun banar tu pang ketulahan buhan ikam ku sumpahi,1
mau ketulahan buhan pejabat nih parak di sekumpul,1
kada manyangka nah di daerah sini nang menggawi ngini liwar kepepintaran nang maambil kauntungan dari proyek ini makan akan duitnya kaanak bini pian nang tanggung kaina imbah mati,1
hujunganya dibawa menjablay pinanya,1
gairnya amun pina ketulahan banar ae,1
kuyuk sudahnah mental korupsi tih pang sudah,1
kamana duitnya nang banyak itu,1
gawian puluhan miliar susunan keramiknya kaya basapai mana batambal pulang beimit banar rupanya,1
korupsi wajib hukum mati,1
sangkalnya lagi itu jalur hususnya karet dilepak njir lain semen amun kamasukan debu lawan banyu kawa tabuka,1
ganal hujungannya sat,1
kabanyakan hujungan julak ai mambanlatik gawian negara tatap mati batilanjang mun kada dikafani urang,1
udik,1
jangan katuju bekelahi amun pina jadi warik ujar urang tuha bahari,1
manyupani,1
udik wan tambuk,1
kaya warik bakalahian,1
huling,1
inya ungah,1
bunguul ikam,1
tambuk,1
tangan diulahakan gasan baku hantam ,1
pungang ikam,1
pina pengong,1
behapal lalu nang belok tuh maras urang lain untung kada sawat rabah sidin,1
tangguh dikiau tuli sekalinya,1
merigati ngaran baik mun berkasnya dah masuk film minta maaf kayanya kada kawa lagi leh banyaki untalan ai mun sadah masuk tuh baiki bila luput,1
bungul jadi mahasiswa,1
pintar pintar tapi bungul,1
kampungan,1
ada jadi warik buhannya ni bakakalahi kaitu,1
kadada nang baakalnya,1
gebleg,1
ka ungahan,1
tumbal proyek,1
kada pintar,1
kesah harat,1
ungah kanakan masih,1
merigat,1
bakalahi tu ukuran babakas lah bapatahan kah bajahit kah ada haja kanang kanangannya harat pang pastinya bungul,1
jaka di kalsel ulah wadah bakalahi kaya ufc dari pada kelakuan kaya ratik,1
koyo banar,1
mambari supan,1
kanapa kada dipecat ini malah dicabut wara lebih meresahkan daripada begal oknum polisinya soalnya bahaya banar warga nang kada tahu menahu dijebak pakai sabu gegara handak naik jabatan kah jadi warga sipil jadi tumbal,1
kampungan,1
batat mudahan nang beabutan disitu mambaca dasar hungang,1
si batat lawan si tambuk,1
han apa tiya loko disambati urang ungah ,1
bongoll urang bolanya di rabuti maka bakalahiann,1
palir babulu kalakuan nang kaya kanakan,1
menyupani,1
musti ditilang tu urang ngalihi urang lain haja simnya cabut soalnya syarat baisi sim harus baisi utak,1
tulung ditangkap aja nang belok bakajutan amun pina makan korban dilain bungul banar heh,1
urang bungul,1
ngulnyaaa,1
kada pintar nang belok tuh alias tambuk,1
utak dimana utak,1
bungul banar kada tetahu muha pulang minta di kurban akan sidin tu kena idul adha,1
kada tapi pintar,1
pernah kejadian lawan sepupu ulun bahkan anggota polisinya sampai bayar urang sagan mambantui aksinya sanang nya kadada cctv banar ae nang menulung makanya ujar abah ulun hati hati bila bekawan diluar tu khusus nya nang bisi kekanakan lakian kalo rahatan jadi tumbalnya banar ae,1
nyata kada beutak rancak sudah manemui nang keitu heh,1
bungulllll tambuk,1
kada pintar nang mamutar balik tuh,1
bungul dipeliharakayaitu,1
bungul banar heh,1
bungulnya ih nyata kada basim tu,1
mulai bebila disitu kawa putar balik adupan,1
tetebeng kepala habang bungul kuingat akan sekali pulang bungul,1
jaka kuriaki urangnya tuh dasar gonggong banar,1
bungul nang belok tuh kada bautak,1
kendaraan larang scoopy tapi utak kadada maras,1
kada bautak bungul manusia pengoleran kaya itu putar balik padahal ada lewat bawah,1
dasar bungul,1
penjelasan urang bungul dipelihara,1
bungul,1
nang pakai scoopy tetebeng kepala habang tu kadada utak,1
kadada utak nang muter balik tuh,1
liwar biasa pintarnya nang belok kanan tuh,1
nang putar balik hungang,1
jaka ranjah haja nang putar balik tunyaman tahu rasa,1
bungulnya maka handak baputar balik disitu utak mana utak,1
nah bungulnya nang menyeberang bebarang tu lain belokannya pulang nopol pantau,1
heh nganga,1
mambantui kadaa jua nang scoopy tatebeng kepala habang padahal sidin jua pelakunya nguull,1
tambuuk lalu nang belok tuh,1
pengendara babii,1
patut di sumpahi bunguulll,1
nang belok bekajutan pasti mikir napa yu urang tu rabah surangan tambuk,1
sim stnk helm amun lengkap utaknya ketinggalan,1
hagin anggotanya langsung pecat ja gin dah masukkan kapenjara masa aparat hukum melakukan hal nang melanggar hukum sagan atasannya diperiksa bujur kada umpat andil amunnya umpat jua langsung pecat tangkap haja masukakan panjara gabung wan bubuhan kriminal narkoba kada hormat untung warganya nih pintar ,1
biasanya nang kaya itu bungulnya kada kawa di tulung lagi,1
bungul nang belok abah siapa kah tuh padahi akan bungul tuh,1
jaka dapat tampar haja patuh kena,1
dasar kada tapi pintar sudah di sedia akan putar balik masih haja nang kaya itu,1
itu gasan urang manyubarang kamasigit pang dibuka tu lain gasan putar balik sapida mutur haduh ai bungul pada tambuk lagi,1
nintu nang belok situ kada pintar asli kada pintar,1
kadada akalnya lagi mutar balik di jalan layang,1
kada bautak itu lain jalan putar balik,1
kada tapi beakal ,1
dasar bungul banarr ngitu meharai warga,1
bungulnya nang babelok ni gawil komandan supaya ditutup haja,1
boleh aja kada pintar hidup tuh asal jangan bungul bekelakuan hidup ini pang contoh bungul,1
ngalihay jalan merasa ampunnya si bungul,1
tempeleng dulu urang ti nang belok tu kanapa si mobil batarus haja,1
bungul pada kayap,1
kepepintaran itu tuh gasan pejalan kaki nang menyebrang kamasjid,1
utak lawan gkal lalu pina dodol,1
tatebeng kapala habang dasar gong gong,1
sudah jalan layang itu lajur hancap lain lajur putar balik utaknya dimana itunyata dah sim tembak,1
kawa lah ulun menguciaki sidin bungul yo ,1
gubluuuk,1
kada pintar atawa apa kah kan di bawah jalan layang tu ada putar balik kada mati jua amun lah lewat bawah situ,1
alahan pada bungul kadada rasa bersalahnya nang bescoopy langsung putar balik,1
polisi jua penjahatnya ,1
bungul banar di jalan layang malah handak beputar balik kada kawa haja malihat luang sadikit hah,1
bungul tingkat dewa,1
hungang kada pintar nang bemobil heh ai mambari muar coba liati mel ,1
maka betarus haja jaka pang mambantui sudah maharit inya nang ma olah rabah urang nusia bungul,1
nitu pang beisi sapida mutur tapi kada beisi utak,1
mahirrr ketek ditelinga,1
dasar bungulkkkkada pintar maulah urang bahaya haja ganali lawan ya kawa dilaporakannyata kena uud maharai pengguna lain,1
goblok sakau,1
bungulnya,1
musti bungul turunan,1
asal mambelok bungul lalu,1
amun di rujuk pasti nang merujuk di salahkan padahal inya nang salah amun ulun kayatu ulun ludahi tuh pang kadaa tahu urusan bahaya banar itu bebelok di situ pas mobil dari belakang laju kadaa lah maninggal,1
cabut simnya bungul jadii manusia,1
yeee goblok,1
pentingnya banyu susu ibu pas halus biar ganal kada bungul tambuk kada beotak,1
handak nyambat tolol tapi takut dosa,1
tambuk nang bebelok ni,1
kada pintar,1
baingat arab sudah bahijau banar,1
bungulnya belok sekahandak,1
sadang kata gasan paman tatebeng kapala habang bungul sawat haja bapikir mamutar jalan kipit ngituh hakun mamikirkan meirit bensin daripada hilang pe nyawaan surang atawa nyawa urang,1
pina bungul,1
jaka turun tampelengi langsung,1
tatebeng kapala habang dasar babi di tagur abah tu jangan putar balik semberangan carikan om ig anaknya ,1
